PassengerId,Pclass,Age,SibSp,Parch,Fare,cell_number,Cabin_letter,Title,FamilyName,Special Agent/route,TicketBatch,SharedTicket,Male,Embarked_C,Embarked_S
892,3,0.3666604769134842,0,0,-0.28692571547363316,0.301119521714548,0.32313154680232,0.15691831935313988,0.6894320834856966,0.38426561662326036,0,0,1,0,0
893,3,1.3285748393057797,1,0,-0.32283798766544247,0.301119521714548,0.32313154680232,0.789738199399237,0.3838383838383838,0.38426561662326036,0,0,0,0,1
894,2,2.4828720741765338,0,0,-0.20644359365255352,0.301119521714548,0.32313154680232,0.15691831935313988,0.3838383838383838,0.38426561662326036,0,0,1,0,0
895,3,-0.2104881405218931,0,0,-0.2508358741597949,0.301119521714548,0.32313154680232,0.15691831935313988,0.3838383838383838,0.38426561662326036,0,0,1,0,1
896,3,-0.5952538854788113,1,1,-0.09383878456101451,0.301119521714548,0.32313154680232,0.789738199399237,1.0,0.38426561662326036,0,1,0,0,1
897,3,-1.2108790774098803,0,0,-0.22647425680826,0.301119521714548,0.32313154680232,0.15691831935313988,0.0,0.38426561662326036,1,0,1,0,1
898,3,0.020371306452257813,0,0,-0.29558762386529,0.301119521714548,0.32313154680232,0.6962715813484752,1.0,0.38426561662326036,0,0,0,0,0
899,2,-0.28744128951327674,1,1,0.629971935416811,0.301119521714548,0.32313154680232,0.15691831935313988,1.0,0.38426561662326036,0,1,1,0,1
900,3,-0.9030664814443459,0,0,-0.3129114406486037,0.301119521714548,0.32313154680232,0.789738199399237,0.3838383838383838,0.38426561662326036,1,0,0,1,0
901,3,-0.6722070344701949,2,0,0.41992065691913233,0.301119521714548,0.32313154680232,0.15691831935313988,0.34537888742882167,0.0,0,1,1,0,1
902,3,0.011224475654840166,0,0,-0.2840412999792114,0.301119521714548,0.32313154680232,0.15691831935313988,0.3838383838383838,0.38426561662326036,0,0,1,0,1
903,1,1.251621690314396,0,0,0.5000433095419583,0.301119521714548,0.32313154680232,0.15691831935313988,0.3838383838383838,0.38426561662326036,1,0,1,0,1
904,1,-0.5183007364874277,1,0,2.9369283140461504,1.0,0.7386125837530896,0.789738199399237,0.3838383838383838,0.38426561662326036,0,0,0,0,1
905,2,2.5598252231679175,1,0,0.5000433095419583,0.301119521714548,0.32313154680232,0.15691831935313988,0.3838383838383838,0.38426561662326036,0,0,1,0,1
906,1,1.3285748393057797,1,0,2.0234564479246067,0.4598341859234433,0.7411477702617703,0.789738199399237,0.0,0.0,1,1,0,0,1
907,2,-0.441347587496044,1,0,0.5745703693437738,0.301119521714548,0.32313154680232,0.789738199399237,0.0,0.42280696756606323,1,1,0,1,0
908,2,0.405137051409176,0,0,-0.09113193818862174,0.301119521714548,0.32313154680232,0.15691831935313988,0.4598341859234433,0.38426561662326036,0,0,1,0,0
909,3,-0.6722070344701949,0,0,-0.31309334072482853,0.301119521714548,0.32313154680232,0.15691831935313988,0.3838383838383838,0.38426561662326036,1,0,1,1,0
910,3,-0.2104881405218931,1,0,-0.2827766613540295,0.301119521714548,0.32313154680232,0.6962715813484752,0.0,0.48260052267204623,0,0,0,0,1
911,3,1.1746685413230125,0,0,-0.31309334072482853,0.301119521714548,0.32313154680232,0.789738199399237,0.3838383838383838,0.38426561662326036,1,0,0,1,0
912,1,1.9442000312368488,1,0,1.946582010948652,0.301119521714548,0.32313154680232,0.15691831935313988,1.0,0.645800233391576,0,1,1,1,0
913,3,-1.5956448223667985,0,1,-0.4886788857321045,0.301119521714548,0.32313154680232,0.5701863079851704,0.0,0.3972733219339217,0,0,1,0,1
914,1,0.011224475654840166,0,0,0.7461844293534751,0.301119521714548,0.32313154680232,0.789738199399237,0.3838383838383838,0.645800233391576,0,0,0,0,1
915,1,-0.6722070344701949,0,1,2.0323002563924883,0.301119521714548,0.32313154680232,0.15691831935313988,0.27213861776040055,0.645800233391576,0,1,1,1,0
916,1,1.4055279882971634,1,3,10.737336289931397,1.0,0.7386125837530896,0.789738199399237,1.0,0.645800233391576,0,1,0,1,0
917,3,1.5594342862799306,1,0,0.001983577021689412,0.301119521714548,0.32313154680232,0.15691831935313988,0.0,0.1109820139922658,1,1,1,0,1
918,1,-0.5952538854788113,0,1,2.058285981567459,0.6894320834856966,0.7386125837530896,0.6962715813484752,0.0,0.38426561662326036,0,1,0,1,0
919,3,-0.5567773109831194,0,0,-0.31309334072482853,0.301119521714548,0.32313154680232,0.15691831935313988,0.3838383838383838,0.38426561662326036,1,0,1,1,0
920,1,0.8668559453574779,0,0,0.6949362483542374,1.0,0.4612366350832156,0.15691831935313988,0.3838383838383838,0.38426561662326036,0,0,1,0,1
921,3,0.011224475654840166,2,0,0.31291144064860377,0.301119521714548,0.32313154680232,0.15691831935313988,0.0,0.38426561662326036,1,1,1,1,0
922,2,1.5594342862799306,1,0,0.5000433095419583,0.301119521714548,0.32313154680232,0.15691831935313988,1.0,0.5992115637319316,1,1,1,0,1
923,2,-0.441347587496044,2,0,0.7382457903125216,0.301119521714548,0.32313154680232,0.15691831935313988,0.3838383838383838,0.3424238107093359,0,0,1,0,1
924,3,0.2512307534264087,1,2,0.2650890444182662,0.301119521714548,0.32313154680232,0.789738199399237,0.4598341859234433,0.3424238107093359,1,1,0,0,1
